+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 147
Ac22g006972 751.00 Sb04g339800 3398.00 1
Ac22g006971 750.00 Sb04g339900 3399.00 1
Ac22g006970 749.00 Sb04g340100 3401.00 1
Ac22g006968 747.00 Sb04g340400 3404.00 -1
Ac22g006967 746.00 Sb04g340600 3406.00 -1
Ac22g006964 743.00 Sb04g340800 3408.00 -1
Ac22g006959 738.00 Sb04g341200 3412.00 -1
Ac22g006958 737.00 Sb04g341300 3413.00 -1
Ac22g006955 734.00 Sb04g341700 3417.00 1
Ac22g006954 733.00 Sb04g341800 3418.00 1
Ac22g006951 730.00 Sb04g341900 3419.00 1
Ac22g006947 726.00 Sb04g342300 3423.00 1
Ac22g006946 725.00 Sb04g342500 3425.00 -1
Ac22g006942 721.00 Sb04g342700 3427.00 1
Ac22g006941 720.00 Sb04g343000 3430.00 -1
Ac22g006940 719.00 Sb04g343300 3433.00 -1
Ac22g006939 718.00 Sb04g343400 3434.00 1
Ac22g006938 717.00 Sb04g343500 3435.00 -1
Ac22g006934 713.00 Sb04g343600 3436.00 1
Ac22g006932 711.00 Sb04g343700 3437.00 1
Ac22g006924 706.00 Sb04g343800 3438.00 -1
Ac22g006922 704.00 Sb04g344000 3440.00 1
Ac22g006920 702.00 Sb04g344100 3441.00 1
Ac22g006919 701.00 Sb04g344400 3444.00 -1
Ac22g006913 697.00 Sb04g344700 3447.00 1
Ac22g006911 695.00 Sb04g345000 3450.00 -1
Ac22g006910 694.00 Sb04g345300 3453.00 -1
Ac22g006909 693.00 Sb04g345400 3454.00 1
Ac22g006908 692.00 Sb04g345500 3455.00 -1
Ac22g006907 691.00 Sb04g345600 3456.00 1
Ac22g006906 690.00 Sb04g345800 3458.00 1
Ac22g006904 688.00 Sb04g345900 3459.00 -1
Ac22g006902 686.00 Sb04g346200 3462.00 -1
Ac22g006891 676.00 Sb04g347300 3473.00 -1
Ac22g006890 675.00 Sb04g347500 3475.00 1
Ac22g006889 674.00 Sb04g347800 3478.00 1
Ac22g006888 673.00 Sb04g347900 3479.00 1
Ac22g006887 672.00 Sb04g348000 3480.00 -1
Ac22g006886 671.00 Sb04g348200 3482.00 -1
Ac22g006884 669.00 Sb04g348300 3483.00 1
Ac22g006882 667.00 Sb04g348400 3484.00 -1
Ac22g006879 664.00 Sb04g348600 3486.00 1
Ac22g006878 663.00 Sb04g348700 3487.00 1
Ac22g006876 661.00 Sb04g348800 3488.00 1
Ac22g006875 660.00 Sb04g348900 3489.00 1
Ac22g006874 659.00 Sb04g349000 3490.00 1
Ac22g006873 658.00 Sb04g349100 3491.00 -1
Ac22g006870 655.00 Sb04g349300 3493.00 1
Ac22g006867 652.00 Sb04g349600 3496.00 -1
Ac22g006865 650.00 Sb04g349700 3497.00 -1
Ac22g006862 647.00 Sb04g349800 3498.00 -1
Ac22g006861 646.00 Sb04g349900 3499.00 -1
Ac22g006860 645.00 Sb04g350000 3500.00 -1
Ac22g006856 641.00 Sb04g350100 3501.00 -1
Ac22g006855 640.00 Sb04g350200 3502.00 -1
Ac22g006854 639.00 Sb04g350300 3503.00 -1
Ac22g006850 635.00 Sb04g350700 3507.00 1
Ac22g009320 627.00 Sb04g351200 3512.00 1
Ac22g009312 619.00 Sb04g352000 3520.00 1
Ac22g009301 608.00 Sb04g352500 3525.00 -1
Ac22g009299 606.00 Sb04g352700 3527.00 1
Ac22g009295 603.00 Sb04g353000 3530.00 1
Ac22g009285 593.00 Sb04g353400 3534.00 1
Ac22g009282 590.00 Sb04g353500 3535.00 -1
Ac22g009281 589.00 Sb04g353600 3536.00 -1
Ac22g009277 585.00 Sb04g353700 3537.00 -1
Ac22g009276 584.00 Sb04g353800 3538.00 -1
Ac22g009273 581.00 Sb04g354000 3540.00 1
Ac22g009271 579.00 Sb04g354200 3542.00 1
Ac22g009270 578.00 Sb04g354400 3544.00 -1
Ac22g009267 575.00 Sb04g354600 3546.00 1
Ac22g009260 568.00 Sb04g355200 3552.00 -1
Ac22g009252 560.00 Sb04g355300 3553.00 1
Ac22g009249 557.00 Sb04g355500 3555.00 1
Ac22g009248 556.00 Sb04g355700 3557.00 1
Ac22g009244 552.00 Sb04g356200 3562.00 -1
Ac22g009241 549.00 Sb04g356400 3564.00 1
Ac22g009240 548.00 Sb04g356500 3565.00 1
Ac22g009238 546.00 Sb04g356600 3566.00 1
Ac22g009228 536.00 Sb04g357100 3571.00 -1
Ac22g009226 534.00 Sb04g357200 3572.00 -1
Ac22g009225 533.00 Sb04g357300 3573.00 1
Ac22g009222 530.00 Sb04g357400 3574.00 1
Ac22g009218 528.00 Sb04g357500 3575.00 1
Ac22g009217 527.00 Sb04g357600 3576.00 -1
Ac22g009214 524.00 Sb04g357900 3579.00 -1
Ac22g009208 518.00 Sb04g358000 3580.00 1
Ac22g009206 516.00 Sb04g358400 3584.00 -1
Ac22g009205 515.00 Sb04g358600 3586.00 -1
Ac22g009202 512.00 Sb04g358700 3587.00 1
Ac22g009195 505.00 Sb04g358800 3588.00 -1
Ac22g009184 494.00 Sb04g359000 3590.00 1
Ac22g009180 490.00 Sb04g359100 3591.00 1
Ac22g009344 452.00 Sb04g359300 3593.00 1
Ac22g009355 441.00 Sb04g359400 3594.00 1
Ac22g009398 400.00 Sb04g359600 3596.00 -1
>LOCALE p-value : 0.00

the 2th path length 16
Ac22g015978 56.00 Sb04g002100 21.00 -1
Ac22g017490 106.00 Sb04g003000 30.00 1
Ac22g017491 107.00 Sb04g003100 31.00 1
Ac22g017492 108.00 Sb04g003300 33.00 1
Ac22g017499 115.00 Sb04g003400 34.00 -1
Ac22g017510 126.00 Sb04g003700 37.00 -1
Ac22g017511 127.00 Sb04g003900 39.00 1
Ac22g017512 128.00 Sb04g004000 40.00 -1
Ac22g017513 129.00 Sb04g004100 41.00 1
Ac22g017525 141.00 Sb04g004400 44.00 1
Ac22g017528 144.00 Sb04g004500 45.00 1
Ac22g017531 147.00 Sb04g004600 46.00 1
Ac22g017533 149.00 Sb04g004800 48.00 1
Ac22g017545 160.00 Sb04g005200 52.00 1
Ac22g017547 162.00 Sb04g005300 53.00 1
Ac22g018644 173.00 Sb04g006500 65.00 -1
>LOCALE p-value : 0.00

the 3th path length 14
Ac22g009305 612.00 Sb04g011000 110.00 -1
Ac22g009297 605.00 Sb04g011300 113.00 -1
Ac22g009293 601.00 Sb04g011700 117.00 1
Ac22g009243 551.00 Sb04g012000 120.00 -1
Ac22g009227 535.00 Sb04g012700 127.00 -1
Ac22g009215 525.00 Sb04g012900 129.00 -1
Ac22g009194 504.00 Sb04g014000 140.00 -1
Ac22g009182 492.00 Sb04g015800 158.00 -1
Ac22g009167 477.00 Sb04g016400 164.00 -1
Ac22g009164 474.00 Sb04g016800 168.00 1
Ac22g009354 442.00 Sb04g017800 178.00 1
Ac22g009355 441.00 Sb04g017900 179.00 1
Ac22g009366 432.00 Sb04g018000 180.00 1
Ac22g009411 387.00 Sb04g019200 192.00 -1
>LOCALE p-value : 0.00

the 4th path length 7
Ac22g006919 701.00 Sb04g215100 2151.00 -1
Ac22g006920 702.00 Sb04g215500 2155.00 1
Ac22g006945 724.00 Sb04g218000 2180.00 1
Ac22g006976 755.00 Sb04g219000 2190.00 1
Ac22g006979 758.00 Sb04g219500 2195.00 1
Ac22g006982 761.00 Sb04g219700 2197.00 1
Ac22g006987 766.00 Sb04g220300 2203.00 -1
>LOCALE p-value : 0.00

the 5th path length 6
Ac22g016034 3.00 Sb04g268700 2687.00 -1
Ac22g016031 6.00 Sb04g268800 2688.00 -1
Ac22g016027 9.00 Sb04g269000 2690.00 1
Ac22g015983 49.00 Sb04g271300 2713.00 1
Ac22g015964 70.00 Sb04g273000 2730.00 -1
Ac22g020873 72.00 Sb04g273600 2736.00 1
>LOCALE p-value : 0.00

the 6th path length 6
Ac22g009234 542.00 Sb04g222600 2226.00 1
Ac22g009246 554.00 Sb04g223800 2238.00 1
Ac22g009249 557.00 Sb04g224100 2241.00 1
Ac22g009259 567.00 Sb04g224700 2247.00 1
Ac22g009271 579.00 Sb04g226400 2264.00 1
Ac22g009291 599.00 Sb04g228200 2282.00 -1
>LOCALE p-value : 0.00

the 7th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 8th path length 5
Ac22g015978 56.00 Sb04g002100 21.00 -1
Ac22g015991 43.00 Sb04g002200 22.00 1
Ac22g016006 28.00 Sb04g002300 23.00 -1
Ac22g016016 20.00 Sb04g002400 24.00 1
Ac22g016034 3.00 Sb04g002900 29.00 -1
>LOCALE p-value : 0.00

the 9th path length 5
Ac22g018627 189.00 Sb04g024200 242.00 -1
Ac22g017535 151.00 Sb04g025300 253.00 -1
Ac22g017523 139.00 Sb04g025400 254.00 1
Ac22g017482 98.00 Sb04g027700 277.00 1
Ac22g015986 48.00 Sb04g027800 278.00 -1
>LOCALE p-value : 0.00

the 10th path length 5
Ac22g018638 178.00 Sb04g295300 2953.00 1
Ac22g017529 145.00 Sb04g298200 2982.00 -1
Ac22g017520 136.00 Sb04g300000 3000.00 1
Ac22g017510 126.00 Sb04g300500 3005.00 -1
Ac22g020877 76.00 Sb04g300600 3006.00 -1
>LOCALE p-value : 0.00

the 11th path length 5
Ac22g009208 518.00 Sb04g279100 2791.00 1
Ac22g009204 514.00 Sb04g281800 2818.00 -1
Ac22g009194 504.00 Sb04g286000 2860.00 -1
Ac22g009175 485.00 Sb04g286200 2862.00 1
Ac22g009362 436.00 Sb04g288700 2887.00 1
>LOCALE p-value : 0.00

the 12th path length 5
Ac22g006962 741.00 Sb04g095600 956.00 1
Ac22g006956 735.00 Sb04g097200 972.00 1
Ac22g006907 691.00 Sb04g099600 996.00 1
Ac22g006897 681.00 Sb04g103000 1030.00 1
Ac22g009326 633.00 Sb04g106700 1067.00 -1
>LOCALE p-value : 0.00

the 13th path length 4
Ac22g020771 285.00 Sb04g282900 2829.00 1
Ac22g023120 328.00 Sb04g283000 2830.00 -1
Ac22g022517 347.00 Sb04g283200 2832.00 1
Ac22g023636 354.00 Sb04g283800 2838.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 9
Ac15g004056 252.00 Sb06g100200 1002.00 1
Ac15g004073 236.00 Sb06g100900 1009.00 -1
Ac15g004082 227.00 Sb06g101700 1017.00 1
Ac15g004088 221.00 Sb06g102900 1029.00 1
Ac15g004119 190.00 Sb06g104500 1045.00 1
Ac15g004129 180.00 Sb06g104900 1049.00 -1
Ac15g004134 175.00 Sb06g105200 1052.00 1
Ac15g004142 167.00 Sb06g106200 1062.00 1
Ac15g004187 123.00 Sb06g107100 1071.00 -1
>LOCALE p-value : 0.00

the 2th path length 5
Ac15g004051 257.00 Sb06g195200 1952.00 1
Ac15g004054 254.00 Sb06g197500 1975.00 -1
Ac15g004056 252.00 Sb06g197600 1976.00 1
Ac15g004059 249.00 Sb06g197800 1978.00 -1
Ac15g004110 199.00 Sb06g198500 1985.00 -1
>LOCALE p-value : 0.00

the 3th path length 4
>LOCALE p-value : 0.00
overlap with block 0+1th

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 38
Ac08g014614 293.00 Sb06g142000 1420.00 -1
Ac08g014602 282.00 Sb06g143400 1434.00 1
Ac08g014584 264.00 Sb06g144000 1440.00 1
Ac08g014582 262.00 Sb06g144300 1443.00 1
Ac08g014581 261.00 Sb06g144500 1445.00 1
Ac08g007751 235.00 Sb06g146800 1468.00 -1
Ac08g007747 231.00 Sb06g147200 1472.00 -1
Ac08g007742 226.00 Sb06g147400 1474.00 -1
Ac08g007739 223.00 Sb06g147500 1475.00 1
Ac08g007736 220.00 Sb06g147900 1479.00 -1
Ac08g007733 217.00 Sb06g148000 1480.00 1
Ac08g007732 216.00 Sb06g148200 1482.00 -1
Ac08g007729 213.00 Sb06g148700 1487.00 1
Ac08g007727 211.00 Sb06g148900 1489.00 1
Ac08g007726 210.00 Sb06g149400 1494.00 -1
Ac08g007718 204.00 Sb06g150100 1501.00 -1
Ac08g007710 196.00 Sb06g150800 1508.00 -1
Ac08g007706 192.00 Sb06g151500 1515.00 -1
Ac08g007694 180.00 Sb06g153200 1532.00 1
Ac08g007687 174.00 Sb06g153300 1533.00 1
Ac08g007682 169.00 Sb06g153900 1539.00 -1
Ac08g007676 163.00 Sb06g154400 1544.00 -1
Ac08g007675 162.00 Sb06g154500 1545.00 1
Ac08g007659 146.00 Sb06g155400 1554.00 1
Ac08g007658 145.00 Sb06g155700 1557.00 -1
Ac08g007650 137.00 Sb06g156100 1561.00 -1
Ac08g007625 113.00 Sb06g158100 1581.00 -1
Ac08g007620 108.00 Sb06g159000 1590.00 1
Ac08g007619 107.00 Sb06g159100 1591.00 -1
Ac08g007617 106.00 Sb06g159300 1593.00 1
Ac08g007599 88.00 Sb06g160000 1600.00 1
Ac08g007585 74.00 Sb06g162000 1620.00 1
Ac08g007575 64.00 Sb06g163000 1630.00 1
Ac08g007570 59.00 Sb06g163300 1633.00 1
Ac08g007563 52.00 Sb06g163600 1636.00 1
Ac08g007561 50.00 Sb06g163800 1638.00 -1
Ac08g007552 41.00 Sb06g164200 1642.00 1
Ac08g007513 2.00 Sb06g164300 1643.00 1
>LOCALE p-value : 0.00

the 2th path length 32
Ac08g022313 964.00 Sb06g164400 1644.00 1
Ac08g011644 934.00 Sb06g164900 1649.00 1
Ac08g011650 928.00 Sb06g165300 1653.00 -1
Ac08g011651 927.00 Sb06g165400 1654.00 -1
Ac08g011655 923.00 Sb06g165800 1658.00 1
Ac08g011659 919.00 Sb06g166100 1661.00 1
Ac08g011669 909.00 Sb06g167800 1678.00 1
Ac08g011705 874.00 Sb06g170600 1706.00 1
Ac08g011717 862.00 Sb06g171200 1712.00 -1
Ac08g011719 860.00 Sb06g171300 1713.00 1
Ac08g011722 855.00 Sb06g172000 1720.00 1
Ac08g011738 843.00 Sb06g172600 1726.00 -1
Ac08g011741 840.00 Sb06g172900 1729.00 -1
Ac08g011742 839.00 Sb06g173200 1732.00 1
Ac08g011743 838.00 Sb06g173400 1734.00 1
Ac08g011744 837.00 Sb06g173700 1737.00 -1
Ac08g011747 834.00 Sb06g173900 1739.00 -1
Ac08g011755 826.00 Sb06g176400 1764.00 -1
Ac08g011757 824.00 Sb06g176500 1765.00 1
Ac08g011759 822.00 Sb06g176600 1766.00 1
Ac08g011763 818.00 Sb06g177000 1770.00 1
Ac08g011791 791.00 Sb06g177600 1776.00 -1
Ac08g011800 782.00 Sb06g177700 1777.00 -1
Ac08g011810 772.00 Sb06g177800 1778.00 -1
Ac08g011811 771.00 Sb06g178000 1780.00 -1
Ac08g011813 769.00 Sb06g178100 1781.00 1
Ac08g011816 766.00 Sb06g178400 1784.00 1
Ac08g011822 761.00 Sb06g178600 1786.00 -1
Ac08g011826 757.00 Sb06g178900 1789.00 1
Ac08g011837 746.00 Sb06g179500 1795.00 1
Ac08g011852 732.00 Sb06g180300 1803.00 1
Ac08g016635 683.00 Sb06g181700 1817.00 1
>LOCALE p-value : 0.00

the 3th path length 20
Ac08g013868 570.00 Sb06g182500 1825.00 1
Ac08g013873 575.00 Sb06g182800 1828.00 1
Ac08g013879 581.00 Sb06g183400 1834.00 1
Ac08g013880 582.00 Sb06g183600 1836.00 -1
Ac08g013883 585.00 Sb06g184100 1841.00 -1
Ac08g013886 588.00 Sb06g184300 1843.00 1
Ac08g013893 595.00 Sb06g184400 1844.00 1
Ac08g013899 600.00 Sb06g185000 1850.00 1
Ac08g013904 602.00 Sb06g185300 1853.00 1
Ac08g013906 604.00 Sb06g185600 1856.00 1
Ac08g013913 611.00 Sb06g185700 1857.00 1
Ac08g013914 612.00 Sb06g185900 1859.00 -1
Ac08g016590 639.00 Sb06g186700 1867.00 1
Ac08g016595 644.00 Sb06g187000 1870.00 1
Ac08g016606 655.00 Sb06g188200 1882.00 1
Ac08g016639 687.00 Sb06g188900 1889.00 -1
Ac08g016642 689.00 Sb06g189200 1892.00 -1
Ac08g016643 690.00 Sb06g189500 1895.00 1
Ac08g016654 701.00 Sb06g190400 1904.00 -1
Ac08g016661 708.00 Sb06g191800 1918.00 -1
>LOCALE p-value : 0.00

the 4th path length 16
Ac08g026803 951.00 Sb06g191100 1911.00 1
Ac08g022305 957.00 Sb06g194700 1947.00 -1
Ac08g018829 969.00 Sb06g195200 1952.00 1
Ac08g018830 970.00 Sb06g195400 1954.00 -1
Ac08g018848 987.00 Sb06g196900 1969.00 -1
Ac08g018868 1006.00 Sb06g197600 1976.00 -1
Ac08g018870 1008.00 Sb06g197800 1978.00 -1
Ac08g026871 1016.00 Sb06g198300 1983.00 1
Ac08g016979 1031.00 Sb06g199300 1993.00 1
Ac08g017007 1059.00 Sb06g201000 2010.00 1
Ac08g017009 1061.00 Sb06g201200 2012.00 1
Ac08g017018 1070.00 Sb06g201800 2018.00 1
Ac08g017020 1072.00 Sb06g202100 2021.00 1
Ac08g017021 1073.00 Sb06g202300 2023.00 1
Ac08g017022 1074.00 Sb06g202500 2025.00 -1
Ac08g017047 1099.00 Sb06g204900 2049.00 -1
>LOCALE p-value : 0.00

the 5th path length 11
Ac08g007674 161.00 Sb06g266700 2667.00 -1
Ac08g007670 157.00 Sb06g267000 2670.00 1
Ac08g007666 153.00 Sb06g267100 2671.00 1
Ac08g007657 144.00 Sb06g267500 2675.00 1
Ac08g007651 138.00 Sb06g267600 2676.00 1
Ac08g007648 135.00 Sb06g268200 2682.00 -1
Ac08g007643 130.00 Sb06g269500 2695.00 -1
Ac08g007642 129.00 Sb06g269600 2696.00 -1
Ac08g007641 128.00 Sb06g269700 2697.00 1
Ac08g007599 88.00 Sb06g272500 2725.00 1
Ac08g007550 39.00 Sb06g272800 2728.00 1
>LOCALE p-value : 0.00

the 6th path length 7
Ac08g014612 291.00 Sb06g009000 90.00 1
Ac08g014633 312.00 Sb06g011500 115.00 1
Ac08g014634 313.00 Sb06g012200 122.00 -1
Ac08g014636 315.00 Sb06g012300 123.00 -1
Ac08g014638 317.00 Sb06g012900 129.00 -1
Ac08g014643 322.00 Sb06g014400 144.00 1
Ac08g022168 363.00 Sb06g016600 166.00 1
>LOCALE p-value : 0.00

the 7th path length 6
Ac08g007550 39.00 Sb06g176800 1768.00 1
Ac08g007546 35.00 Sb06g181700 1817.00 1
Ac08g007539 28.00 Sb06g181900 1819.00 1
Ac08g007537 26.00 Sb06g182100 1821.00 -1
Ac08g007536 25.00 Sb06g182300 1823.00 1
Ac08g007513 2.00 Sb06g182500 1825.00 1
>LOCALE p-value : 0.00

the 8th path length 4
>LOCALE p-value : 0.00
overlap with block 0+1th

the 9th path length 4
Ac08g011824 759.00 Sb06g078200 782.00 -1
Ac08g011818 764.00 Sb06g081600 816.00 -1
Ac08g011781 801.00 Sb06g082200 822.00 -1
Ac08g011761 820.00 Sb06g086700 867.00 -1
>LOCALE p-value : 0.01

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 5
Ac08g013873 575.00 Sb07g180300 1803.00 1
Ac08g013879 581.00 Sb07g180500 1805.00 1
Ac08g013893 595.00 Sb07g181100 1811.00 1
Ac08g013908 606.00 Sb07g182000 1820.00 1
Ac08g016587 636.00 Sb07g182500 1825.00 -1
>LOCALE p-value : 0.00

the 2th path length 5
Ac08g014613 292.00 Sb07g090200 902.00 1
Ac08g014598 278.00 Sb07g094600 946.00 1
Ac08g014597 277.00 Sb07g095000 950.00 1
Ac08g014583 263.00 Sb07g095600 956.00 1
Ac08g014580 260.00 Sb07g095600 956.00 -1
>LOCALE p-value : 0.00

the 3th path length 4
Ac08g014632 311.00 Sb07g162900 1629.00 -1
Ac08g014633 312.00 Sb07g163100 1631.00 1
Ac08g014634 313.00 Sb07g163200 1632.00 -1
Ac08g022173 360.00 Sb07g166900 1669.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 74
Ac02g000717 1258.00 Sb07g206000 2060.00 -1
Ac02g000726 1249.00 Sb07g207000 2070.00 1
Ac02g000727 1248.00 Sb07g207300 2073.00 1
Ac02g000728 1247.00 Sb07g207400 2074.00 1
Ac02g000729 1246.00 Sb07g207600 2076.00 1
Ac02g000737 1238.00 Sb07g207900 2079.00 -1
Ac02g000738 1237.00 Sb07g208000 2080.00 1
Ac02g000739 1236.00 Sb07g208200 2082.00 1
Ac02g000740 1235.00 Sb07g208400 2084.00 1
Ac02g000741 1234.00 Sb07g208500 2085.00 -1
Ac02g000742 1233.00 Sb07g208600 2086.00 -1
Ac02g000744 1231.00 Sb07g209200 2092.00 -1
Ac02g000750 1225.00 Sb07g209400 2094.00 -1
Ac02g000751 1224.00 Sb07g209500 2095.00 -1
Ac02g000753 1222.00 Sb07g209800 2098.00 -1
Ac02g000767 1208.00 Sb07g210900 2109.00 -1
Ac02g000773 1202.00 Sb07g211000 2110.00 1
Ac02g000774 1201.00 Sb07g211100 2111.00 -1
Ac02g000775 1200.00 Sb07g211200 2112.00 1
Ac02g000776 1199.00 Sb07g211300 2113.00 1
Ac02g000777 1198.00 Sb07g211400 2114.00 -1
Ac02g000778 1197.00 Sb07g211500 2115.00 -1
Ac02g000780 1195.00 Sb07g211600 2116.00 -1
Ac02g000781 1194.00 Sb07g211700 2117.00 1
Ac02g000782 1193.00 Sb07g212100 2121.00 -1
Ac02g000783 1192.00 Sb07g212200 2122.00 1
Ac02g000784 1191.00 Sb07g212300 2123.00 1
Ac02g000788 1187.00 Sb07g212400 2124.00 -1
Ac02g000791 1184.00 Sb07g212900 2129.00 1
Ac02g000793 1182.00 Sb07g213000 2130.00 1
Ac02g000795 1179.00 Sb07g213100 2131.00 1
Ac02g000798 1177.00 Sb07g213300 2133.00 1
Ac02g000801 1174.00 Sb07g213500 2135.00 -1
Ac02g000802 1173.00 Sb07g213600 2136.00 1
Ac02g000805 1171.00 Sb07g214700 2147.00 -1
Ac02g000808 1167.00 Sb07g214900 2149.00 -1
Ac02g000815 1160.00 Sb07g215500 2155.00 1
Ac02g000816 1159.00 Sb07g216300 2163.00 -1
Ac02g000822 1153.00 Sb07g216500 2165.00 1
Ac02g000823 1152.00 Sb07g216600 2166.00 -1
Ac02g000824 1151.00 Sb07g216900 2169.00 -1
Ac02g000825 1150.00 Sb07g217000 2170.00 1
Ac02g000826 1149.00 Sb07g217400 2174.00 -1
Ac02g000827 1148.00 Sb07g217500 2175.00 1
Ac02g000829 1146.00 Sb07g217600 2176.00 -1
Ac02g000831 1144.00 Sb07g217700 2177.00 -1
Ac02g000832 1143.00 Sb07g218000 2180.00 1
Ac02g000835 1140.00 Sb07g218100 2181.00 1
Ac02g000837 1138.00 Sb07g218300 2183.00 -1
Ac02g000838 1137.00 Sb07g218700 2187.00 -1
Ac02g000839 1135.00 Sb07g218800 2188.00 -1
Ac02g000842 1133.00 Sb07g219000 2190.00 1
Ac02g000844 1131.00 Sb07g219100 2191.00 1
Ac02g000849 1126.00 Sb07g219400 2194.00 -1
Ac02g000852 1123.00 Sb07g219500 2195.00 1
Ac02g000857 1119.00 Sb07g219900 2199.00 1
Ac02g000863 1113.00 Sb07g220000 2200.00 1
Ac02g000867 1109.00 Sb07g220200 2202.00 -1
Ac02g000869 1106.00 Sb07g220300 2203.00 1
Ac02g000873 1103.00 Sb07g220400 2204.00 1
Ac02g000878 1098.00 Sb07g221300 2213.00 -1
Ac02g000880 1096.00 Sb07g221400 2214.00 -1
Ac02g000881 1095.00 Sb07g221600 2216.00 -1
Ac02g000889 1087.00 Sb07g221700 2217.00 1
Ac02g000896 1080.00 Sb07g222900 2229.00 1
Ac02g000904 1073.00 Sb07g223300 2233.00 1
Ac02g000906 1071.00 Sb07g223600 2236.00 1
Ac02g000907 1070.00 Sb07g223900 2239.00 -1
Ac02g000909 1068.00 Sb07g224000 2240.00 -1
Ac02g000910 1067.00 Sb07g224100 2241.00 -1
Ac02g000913 1064.00 Sb07g224200 2242.00 1
Ac02g000916 1061.00 Sb07g224300 2243.00 -1
Ac02g000945 1030.00 Sb07g226500 2265.00 1
Ac02g000992 986.00 Sb07g226600 2266.00 1
>LOCALE p-value : 0.00

the 2th path length 48
Ac02g018980 506.00 Sb07g148500 1485.00 1
Ac02g018989 515.00 Sb07g148700 1487.00 1
Ac02g019001 526.00 Sb07g149200 1492.00 -1
Ac02g019011 535.00 Sb07g149900 1499.00 -1
Ac02g019015 539.00 Sb07g150000 1500.00 1
Ac02g019017 541.00 Sb07g150100 1501.00 1
Ac02g023272 559.00 Sb07g150700 1507.00 -1
Ac02g023271 560.00 Sb07g150800 1508.00 -1
Ac02g023269 562.00 Sb07g151100 1511.00 -1
Ac02g023264 567.00 Sb07g151400 1514.00 1
Ac02g020621 578.00 Sb07g151700 1517.00 -1
Ac02g020623 580.00 Sb07g151800 1518.00 1
Ac02g020627 584.00 Sb07g152100 1521.00 -1
Ac02g020633 590.00 Sb07g152300 1523.00 -1
Ac02g020637 594.00 Sb07g152500 1525.00 -1
Ac02g020639 596.00 Sb07g152600 1526.00 1
Ac02g020640 597.00 Sb07g152700 1527.00 -1
Ac02g020642 599.00 Sb07g152800 1528.00 1
Ac02g020645 602.00 Sb07g153000 1530.00 1
Ac02g020656 613.00 Sb07g153300 1533.00 1
Ac02g001367 615.00 Sb07g153400 1534.00 1
Ac02g001363 619.00 Sb07g153500 1535.00 -1
Ac02g001354 628.00 Sb07g153900 1539.00 1
Ac02g001349 633.00 Sb07g154200 1542.00 1
Ac02g001345 637.00 Sb07g154400 1544.00 1
Ac02g001339 643.00 Sb07g154700 1547.00 1
Ac02g001338 644.00 Sb07g155000 1550.00 -1
Ac02g001331 651.00 Sb07g155300 1553.00 1
Ac02g001328 654.00 Sb07g155400 1554.00 1
Ac02g001327 655.00 Sb07g155600 1556.00 -1
Ac02g001326 656.00 Sb07g155900 1559.00 1
Ac02g001319 663.00 Sb07g156300 1563.00 -1
Ac02g001318 664.00 Sb07g156700 1567.00 1
Ac02g001298 684.00 Sb07g157000 1570.00 1
Ac02g001297 685.00 Sb07g157400 1574.00 1
Ac02g001290 692.00 Sb07g158100 1581.00 1
Ac02g001289 693.00 Sb07g158200 1582.00 1
Ac02g001287 695.00 Sb07g158300 1583.00 -1
Ac02g001286 696.00 Sb07g158400 1584.00 1
Ac02g001285 697.00 Sb07g158600 1586.00 -1
Ac02g001284 698.00 Sb07g158800 1588.00 -1
Ac02g001276 706.00 Sb07g159500 1595.00 -1
Ac02g001274 708.00 Sb07g159900 1599.00 -1
Ac02g001267 715.00 Sb07g160300 1603.00 1
Ac02g001263 719.00 Sb07g160400 1604.00 -1
Ac02g001261 721.00 Sb07g160600 1606.00 -1
Ac02g001258 724.00 Sb07g160700 1607.00 1
Ac02g001215 765.00 Sb07g162000 1620.00 -1
>LOCALE p-value : 0.00

the 3th path length 47
Ac02g000933 1044.00 Sb07g125100 1251.00 1
Ac02g000934 1043.00 Sb07g125300 1253.00 -1
Ac02g000944 1033.00 Sb07g126300 1263.00 1
Ac02g000969 1008.00 Sb07g129000 1290.00 -1
Ac02g000978 1000.00 Sb07g130000 1300.00 1
Ac02g000984 994.00 Sb07g130100 1301.00 -1
Ac02g000990 988.00 Sb07g130400 1304.00 1
Ac02g001005 973.00 Sb07g131000 1310.00 -1
Ac02g001006 972.00 Sb07g131100 1311.00 -1
Ac02g001008 970.00 Sb07g131200 1312.00 -1
Ac02g001010 968.00 Sb07g131300 1313.00 1
Ac02g001014 964.00 Sb07g131900 1319.00 1
Ac02g001017 962.00 Sb07g132000 1320.00 1
Ac02g001022 957.00 Sb07g132100 1321.00 -1
Ac02g001033 946.00 Sb07g132200 1322.00 -1
